title,price,location,year,mileage,engine,link,posted_date,featured,scraped_at,price_numeric,year_numeric,mileage_numeric
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 45lacs,2017,2017,"65,000 km",1800 cc,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-10853144,N/A,No,2025-11-21 17:03:50,,2017,65000
Toyota Corolla  2011 XLi VVTi for Sale,PKR 21.5lacs,2011,2011,"132,500 km",1300 cc,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-karachi-10853139,N/A,No,2025-11-21 17:03:50,,2011,132500
Suzuki Alto  2009 VXR for Sale,PKR 10.2lacs,2009,2009,"190,000 km",1000 cc,https://www.pakwheels.com/used-cars/suzuki-alto-2009-for-sale-in-karachi-10853138,N/A,No,2025-11-21 17:03:50,,2009,190000
Suzuki Every Wagon  2019 PZ Turbo for Sale9.3/10,PKR 32lacs,2019,2019,"73,318 km",660 cc,https://www.pakwheels.com/used-cars/suzuki-every-wagon-2019-for-sale-in-karachi-10622920,N/A,Yes,2025-11-21 17:03:50,,2019,73318
Honda Civic  2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 26.75lacs,2012,2012,"78,000 km",1800 cc,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-karachi-10835975,N/A,Yes,2025-11-21 17:03:50,,2012,78000
Toyota Prius  2011 G Touring Selection Leather Package 1.8 for Sale,PKR 35.5lacs,2011,2011,"195,000 km",1800 cc,https://www.pakwheels.com/used-cars/toyota-prius-2011-for-sale-in-karachi-10592198,N/A,No,2025-11-21 17:03:50,,2011,195000
Suzuki Alto  2012 VXR for Sale,PKR 12lacs,2012,2012,"150,000 km",1000 cc,https://www.pakwheels.com/used-cars/suzuki-alto-2012-for-sale-in-karachi-10853134,N/A,No,2025-11-21 17:03:50,,2012,150000
Suzuki Mehran  1997 VX (CNG) for Sale,PKR 4.15lacs,1997,1997,"121,211 km",800 cc,https://www.pakwheels.com/used-cars/suzuki-mehran-1997-for-sale-in-karachi-10853125,N/A,No,2025-11-21 17:03:50,,1997,121211
Suzuki Alto  2020 VXL AGS for Sale7.7/10,PKR 25lacs,2020,2020,"55,271 km",660 cc,https://www.pakwheels.com/used-cars/suzuki-alto-2020-for-sale-in-karachi-10788122,N/A,Yes,2025-11-21 17:03:50,,2020,55271
Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale7.5/10,PKR 41.3lacs,2019,2019,"90,490 km",1300 cc,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-10640056,N/A,Yes,2025-11-21 17:03:50,,2019,90490
Suzuki Swift  2019 DLX 1.3 Navigation  for Sale,PKR 25.25lacs,2019,2019,"63,000 km",1300 cc,https://www.pakwheels.com/used-cars/suzuki-swift-2019-for-sale-in-karachi-10829524,N/A,No,2025-11-21 17:03:50,,2019,63000
Toyota Corolla 9th (E120) Generation 2005 Altis 1.8 for Sale,PKR 19.5lacs,2005,2005,"135,000 km",1800 cc,https://www.pakwheels.com/used-cars/toyota-corolla-2005-for-sale-in-karachi-1355760,N/A,No,2025-11-21 17:03:50,,2005,135000
Proton Saga  2022 1.3L Ace A/T for Sale9.1/10,PKR 30.5lacs,2022,2022,"33,429 km",1299 cc,https://www.pakwheels.com/used-cars/proton-saga-2022-for-sale-in-karachi-10835872,N/A,Yes,2025-11-21 17:03:50,,2022,33429
Toyota Sienta  2018  for Sale8.8/10,PKR 56lacs,2018,2018,"86,616 km",1500 cc,https://www.pakwheels.com/used-cars/toyota-sienta-2018-for-sale-in-karachi-10799144,N/A,Yes,2025-11-21 17:03:50,,2018,86616
